artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,quality,perf_id,album,album_date,repetition,align_file,album_id,split
Sviatoslav Richter,4,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",172.106,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06402.mid",https://www.youtube.com/watch?v=zYQ7plDxLDA,,6402,Richter plays Haydn/Weber/Beethoven,1994-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06402_infer_corresp.txt",105,train
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",224.64,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06408.mid",https://www.youtube.com/watch?v=cFSFOnBzXKk,,6408,Beethoven: Complete Piano Sonatas & Diabelli Variations,2021-08-20,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06408_infer_corresp.txt",17,train
Daniel Barenboim,2,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",232.56,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06409.mid",https://www.youtube.com/watch?v=QrvbwN6G5dA,,6409,Beethoven: Piano Sonatas Nos. 7-12,2020-10-30,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06409_infer_corresp.txt",40,train
Daniel Barenboim,2,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 3. Rondo. Allegro comodo",229.893,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06410.mid",https://www.youtube.com/watch?v=ISZLRIX5RpI,,6410,Beethoven For All - The Piano Sonatas,2006-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06410_infer_corresp.txt",7,test
Daniel Barenboim,2,"Piano Sonata No. 9 In E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",206.106,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06411.mid",https://www.youtube.com/watch?v=e2-pbomz7NI,,6411,Beethoven: The Piano Sonatas,1984-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06411_infer_corresp.txt",69,train
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",205.0,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06412.mid",https://www.youtube.com/watch?v=0UYXO3IyQcA,,6412,Beethoven: Complete Piano Sonatas,2012-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06412_infer_corresp.txt",15,train
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",207.0,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06413.mid",https://www.youtube.com/watch?v=GIGNMM1h31U,,6413,Beethoven: The Complete Piano Sonatas & Concertos,1998-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06413_infer_corresp.txt",66,train
Claudio Arrau,1,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",220.0,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06414.mid",https://www.youtube.com/watch?v=_u3o3fzfCr4,,6414,"Beethoven: Piano Sonatas Nos. 9, 10, 27 & 28",1992-10-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06414_infer_corresp.txt",42,train
Alfred Brendel,0,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",194.493,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06418.mid",https://www.youtube.com/watch?v=feocCeXcDjA,,6418,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 2",2013,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06418_infer_corresp.txt",3,train
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",213.133,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06419.mid",https://www.youtube.com/watch?v=yJYFhssqi5c,,6419,Beethoven: Complete Piano Sonatas & Concertos,2010-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06419_infer_corresp.txt",16,train
Alfred Brendel,0,"Piano Sonata No.9 in E, Op.14 No.1: 3. Rondo (Allegro comodo)",212.693,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06420.mid",https://www.youtube.com/watch?v=yVtST0ZES2s,,6420,Brendel spielt Beethoven (Klavierkonzerte / Klaviersonaten),2010-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06420_infer_corresp.txt",72,test
Alfred Brendel,0,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: 3. Rondo. Allegro comodo",206.0,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06421.mid",https://www.youtube.com/watch?v=lHyaznFDCYs,,6421,Beethoven: The Complete Piano Sonatas,2009-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06421_infer_corresp.txt",65,train
Alfred Brendel,0,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",194.506,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06422.mid",https://www.youtube.com/watch?v=mqGA2kiDwdI,,6422,"Beethoven: Piano Sonatas, Vol. 3",1996-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06422_infer_corresp.txt",55,train
Friedrich Gulda,3,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",191.96,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06425.mid",https://www.youtube.com/watch?v=vLSrj2xEM1g,,6425,Beethoven: Complete Piano Sonatas,2021-07-23,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06425_infer_corresp.txt",15,train
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14, No. 1: 3. Rondo (Allegro comodo)",233.853,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06427.mid",https://www.youtube.com/watch?v=0l2qrIDEv4I,,6427,Beethoven: Sonatas Nos. 7 - 12,2019-09-13,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06427_infer_corresp.txt",63,train
Wilhelm Kempff,5,"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo (Allegro comodo)",217.0,Ludwig van Beethoven,1187,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06429.mid",https://www.youtube.com/watch?v=0Ss99IIuTFY,,6429,Beethoven: The Piano Sonatas,1995-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/III._Rondo._Allegro_comodo/06429_infer_corresp.txt",69,train
Sviatoslav Richter,4,"Sonata No. 19 in G Minor, Op. 49, No. 1: I. Andante",355.466,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06431.mid",https://www.youtube.com/watch?v=oWiJqgTgQZw,,6431,"Beethoven: Sonatas Nos. 3, 7 & 19",2009-07-08,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06431_infer_corresp.txt",62,train
Sviatoslav Richter,4,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",326.933,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06433.mid",https://www.youtube.com/watch?v=21LaXE5D5Lg,,6433,Liszt: Piano Concerto No.1; Piano Concerto No.2,2001-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06433_infer_corresp.txt",84,train
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",317.76,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06439.mid",https://www.youtube.com/watch?v=r_nHs_4SjzI,,6439,Beethoven: Complete Piano Sonatas & Diabelli Variations,2021-08-20,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06439_infer_corresp.txt",17,train
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",295.386,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06440.mid",https://www.youtube.com/watch?v=QN14QaKB-cE,,6440,Beethoven: Piano Sonatas Nos. 13-19,2020-10-30,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06440_infer_corresp.txt",30,validation
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",274.546,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06441.mid",https://www.youtube.com/watch?v=nDUPCwBLEOs,,6441,Beethoven For All - The Piano Sonatas,2006-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06441_infer_corresp.txt",7,train
Daniel Barenboim,2,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 1. Andante",285.44,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06442.mid",https://www.youtube.com/watch?v=tADsFq5cb24,,6442,Beethoven: The Piano Sonatas,1984-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06442_infer_corresp.txt",69,train
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",276.0,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06443.mid",https://www.youtube.com/watch?v=XmEx9oFYsiY,,6443,Beethoven: Complete Piano Sonatas,2012-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06443_infer_corresp.txt",15,train
Claudio Arrau,1,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",280.0,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06444.mid",https://www.youtube.com/watch?v=MP2AtFDI1Io,,6444,"Beethoven: Piano Sonatas Nos. 12, 15, 19 & 20",1992-05-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06444_infer_corresp.txt",28,validation
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",237.026,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06446.mid",https://www.youtube.com/watch?v=C8LtLdxg7w0,,6446,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 2",2013,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06446_infer_corresp.txt",3,train
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",271.066,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06447.mid",https://www.youtube.com/watch?v=cZkVRCT1Rx8,,6447,Beethoven: Complete Piano Sonatas & Concertos,2010-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06447_infer_corresp.txt",16,train
Alfred Brendel,0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 1. Andante",271.493,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06448.mid",https://www.youtube.com/watch?v=6Pm9Rt5YoJ0,,6448,Brendel spielt Beethoven (Klavierkonzerte / Klaviersonaten),2010-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06448_infer_corresp.txt",72,train
Alfred Brendel,0,"Piano Sonata No.19 in G minor, Op.49 No.1: 1. Andante",265.333,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06449.mid",https://www.youtube.com/watch?v=JnT6qeud7jM,,6449,"Beethoven: Sonatas Op.26, Op.27 No.1, Op.27 No.2 ""Moonlight"" & Op.49 No.1",1994-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06449_infer_corresp.txt",64,train
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",302.0,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06452.mid",https://www.youtube.com/watch?v=I3aTnB2sgO8,,6452,Beethoven: Complete Piano Sonatas,2021-07-23,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06452_infer_corresp.txt",15,train
Friedrich Gulda,3,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",309.293,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06453.mid",https://www.youtube.com/watch?v=cgSEoZtfZGU,,6453,"Milestones of a Piano Legend: Friedrich Gulda, Vol. 7",2018-10-05,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06453_infer_corresp.txt",91,train
Wilhelm Kempff,5,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",247.0,Ludwig van Beethoven,1188,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/Sonate_No._19_1st_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06456.mid",https://www.youtube.com/watch?v=KejA2vtXKGk,,6456,Beethoven: The Piano Sonatas,1995-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/I._Andante/06456_infer_corresp.txt",69,train
Sviatoslav Richter,4,"Sonata No. 19 in G Minor, Op. 49, No. 1: II. Rondo: Allegro",191.933,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06458.mid",https://www.youtube.com/watch?v=i7l55QCy1jU,,6458,"Beethoven: Sonatas Nos. 3, 7 & 19",2009-07-08,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06458_infer_corresp.txt",62,train
Sviatoslav Richter,4,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",193.933,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06459.mid",https://www.youtube.com/watch?v=Uj3A2N72-Nw,,6459,Liszt: Piano Concerto No.1; Piano Concerto No.2,2001-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06459_infer_corresp.txt",84,test
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",187.533,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06466.mid",https://www.youtube.com/watch?v=B6_JeSQa5Kk,,6466,Beethoven: Complete Piano Sonatas & Diabelli Variations,2021-08-20,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06466_infer_corresp.txt",17,train
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",215.213,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06467.mid",https://www.youtube.com/watch?v=0mz7_HLxSmo,,6467,Beethoven: Piano Sonatas Nos. 13-19,2020-10-30,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06467_infer_corresp.txt",30,train
Daniel Barenboim,2,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",201.853,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06468.mid",https://www.youtube.com/watch?v=pZuh5S-j_IA,,6468,Beethoven For All - The Piano Sonatas,2006-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06468_infer_corresp.txt",7,train
Daniel Barenboim,2,"Piano Sonata No. 19 In G Minor, Op. 49, No. 1: 2. Rondo (Allegro)",194.2,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06469.mid",https://www.youtube.com/watch?v=MqKiZORxtTQ,,6469,Beethoven: The Piano Sonatas,1984-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06469_infer_corresp.txt",69,train
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",222.0,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06470.mid",https://www.youtube.com/watch?v=1CFv9JiL4YY,,6470,Beethoven: Complete Piano Sonatas,2012-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06470_infer_corresp.txt",15,train
Claudio Arrau,1,"Piano Sonata No.19 in G minor, Op.49 No.1: 2. Rondo (Allegro)",223.0,Ludwig van Beethoven,1189,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/Sonate_No._19_2nd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06471.mid",https://www.youtube.com/watch?v=R72HmEDg7Bs,,6471,Beethoven: The Complete Piano Sonatas & Concertos,1998-01-01,,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/06471_infer_corresp.txt",66,validation
