artist,artist_id,track,track_duration(s),composer,audio_path,youtube_links,audio_duration,composition_id,audio_new_path,midi_path,album,album_date,split,score_path
Sviatoslav Richter,0.0,"Faschingsschwank aus Wien, Op. 26: II. Romanze",163.866,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/2.mp3",https://www.youtube.com/watch?v=cpVvk06PZGE,163.0,250,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01254.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01254.mid","Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: II. Romanze",166.02599999999998,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/3.mp3",https://www.youtube.com/watch?v=yqWdwgF2hIM,167.0,250,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01255.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01255.mid","Schumann: Piano Sonata No. 2, Faschingsschwank aus Wien",2013-03-08,train,
Daniel Barenboim,9.0,"Faschingsschwank aus Wien, Op.26: 2. Romanze (Piuttosto lento)",143.84,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/11.mp3",https://www.youtube.com/watch?v=oz5BlPER7XU,143.0,250,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01261.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01261.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: No. 2, Romanze. Ziemlich langsam",165.0,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/14.mp3",https://www.youtube.com/watch?v=39aaIN5btis,165.0,250,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01263.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/II._Romanze/01263.mid",Sviatoslav Richter: The Master Pianist,2008-09-08,train,
Sviatoslav Richter,0.0,"Faschingsschwank aus Wien, Op. 26: I. Allegro: Sehr lebhaft",495.026,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/2.mp3",https://www.youtube.com/watch?v=o1QxAhgv6i8,494.0,251,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01266.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01266.mid","Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: I. Allegro",499.226,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/3.mp3",https://www.youtube.com/watch?v=tdXns1UOWW0,498.0,251,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01267.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01267.mid","Schumann: Piano Sonata No. 2, Faschingsschwank aus Wien",2013-03-08,train,
Daniel Barenboim,9.0,"Faschingsschwank aus Wien, Op.26: 1. Allegro (Vivace assai)",613.16,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/6.mp3",https://www.youtube.com/watch?v=-hVieWeAwVs,613.0,251,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01270.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01270.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: No. 1, Allegro",499.666,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/16.mp3",https://www.youtube.com/watch?v=oRw_ZiKFaak,500.0,251,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01278.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/I._Allegro/01278.mid",Sviatoslav Richter: The Master Pianist,2008-09-08,train,
Sviatoslav Richter,0.0,"Faschingsschwank aus Wien, Op. 26: III. Scherzino",127.386,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/2.mp3",https://www.youtube.com/watch?v=iG_b3yohAGU,127.0,252,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01281.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01281.mid","Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,train,
Daniel Barenboim,9.0,"Faschingsschwank aus Wien, Op.26: 3. Scherzino",124.333,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/5.mp3",https://www.youtube.com/watch?v=SOJRa_QBWsk,124.0,252,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01283.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01283.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: No. 3, Scherzino",128.093,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/14.mp3",https://www.youtube.com/watch?v=QhPFzAHaBBg,129.0,252,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01290.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/III._Scherzino/01290.mid",Sviatoslav Richter: The Master Pianist,2008-09-08,train,
Sviatoslav Richter,0.0,"Faschingsschwank aus Wien, Op. 26: V. Finale",316.946,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/2.mp3",https://www.youtube.com/watch?v=KrEBKW89rhU,316.0,253,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01294.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01294.mid","Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,test,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: V. Finale",319.172,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/3.mp3",https://www.youtube.com/watch?v=8iewFslzGpQ,318.0,253,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01295.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01295.mid","Schumann: Piano Sonata No. 2, Faschingsschwank aus Wien",2013-03-08,test,
Daniel Barenboim,9.0,"Faschingsschwank aus Wien, Op.26: 5. Finale (Il più vivace possibile)",361.506,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/5.mp3",https://www.youtube.com/watch?v=K-_dDV_OHoI,361.0,253,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01296.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01296.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,validation,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: No. 5, Finale. Höchst lebhaft",321.04,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/15.mp3",https://www.youtube.com/watch?v=hwcCPf7Bqmc,322.0,253,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01304.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/V._Finale/01304.mid",Sviatoslav Richter: The Master Pianist,2008-09-08,validation,
Sviatoslav Richter,0.0,"Faschingsschwank aus Wien, Op. 26: IV. Intermezzo",126.08,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/2.mp3",https://www.youtube.com/watch?v=DY5R95m_c5s,126.0,254,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01308.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01308.mid","Schumann: Papillons, Faschingsschwank aus Wien & Piano Sonata No. 2 in G Minor",2013-08-27,train,
Daniel Barenboim,9.0,"Faschingsschwank aus Wien, Op.26: 4. Intermezzo (Colla più grande energia)",131.16,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/7.mp3",https://www.youtube.com/watch?v=3bfz5mqQzHg,131.0,254,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01311.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01311.mid",Schumann: Kinderszenen op.15 / Faschingsschwank op.26 / Carnaval op.9,1991-01-01,train,
Sviatoslav Richter,0.0,"Schumann: Faschingsschwank aus Wien, Op. 26: No. 4, Intermezzo. Mit grösster Energie",126.773,Robert Schumann,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/16.mp3",https://www.youtube.com/watch?v=BzAFWuvHY2U,127.0,254,"Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01318.mp3","Robert_Schumann/Faschingsschwank_aus_Wien,_Op._26/IV._Intermezzo/01318.mid",Sviatoslav Richter: The Master Pianist,2008-09-08,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: VIII. Jagdlied",129.493,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/3.mp3",https://www.youtube.com/watch?v=VwsIoyc-ehg,131.0,273,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01372.mp3","Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01372.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Vladimir Ashkenazy,6.0,"Waldszenen, Op. 82: 8. Jagdlied",155.84,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/5.mp3",https://www.youtube.com/watch?v=jW_2MuaMi0Q,155.0,273,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01374.mp3","Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01374.mid",Schumann: Piano Works Vol. 3,1988-09-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 8. Jagdlied",155.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/8.mp3",https://www.youtube.com/watch?v=-8gaCQXllok,155.0,273,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01376.mp3","Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/01376.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: VI. Herberge",139.173,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/6._Herberge/3.mp3",https://www.youtube.com/watch?v=Ds4PUy6QDW0,139.0,274,"Robert_Schumann/Waldszenen,_Op._82/6._Herberge/01385.mp3","Robert_Schumann/Waldszenen,_Op._82/6._Herberge/01385.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,test,
Claudio Arrau,11.0,"Waldszenen, Op.82: 6. Herberge",119.506,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/6._Herberge/8.mp3",https://www.youtube.com/watch?v=yHQTZ2qZIBc,119.0,274,"Robert_Schumann/Waldszenen,_Op._82/6._Herberge/01388.mp3","Robert_Schumann/Waldszenen,_Op._82/6._Herberge/01388.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,validation,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: IV. Verrufene Stelle",195.666,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/2.mp3",https://www.youtube.com/watch?v=9VLgJ9EZhgk,195.0,275,"Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/01396.mp3","Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/01396.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 4. Verrufene Stelle",169.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/7.mp3",https://www.youtube.com/watch?v=ot6ssfXS8dk,169.0,275,"Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/01399.mp3","Robert_Schumann/Waldszenen,_Op._82/4._Verrufene_Stelle/01399.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: I. Eintritt",120.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/3.mp3",https://www.youtube.com/watch?v=uepa_i8YOyk,120.0,276,"Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/01408.mp3","Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/01408.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 1. Eintritt",111.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/10.mp3",https://www.youtube.com/watch?v=4WD_MnAG8mw,111.0,276,"Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/01412.mp3","Robert_Schumann/Waldszenen,_Op._82/1._Eintritt/01412.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: VII. Vogel als Prophet",162.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/3.mp3",https://www.youtube.com/watch?v=s1VsrLsiYQ4,162.0,277,"Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/01420.mp3","Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/01420.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 7. Vogel als Prophet",181.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/12.mp3",https://www.youtube.com/watch?v=6p_wgUFSDjs,181.0,277,"Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/01426.mp3","Robert_Schumann/Waldszenen,_Op._82/7._Vogel_als_Prophet/01426.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: III. Einsame Blumen",119.493,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/3.mp3",https://www.youtube.com/watch?v=68BzFFR-HvE,119.0,278,"Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/01439.mp3","Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/01439.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 3. Einsame Blumen",117.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/9.mp3",https://www.youtube.com/watch?v=7nJoTg1Sc0M,117.0,278,"Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/01442.mp3","Robert_Schumann/Waldszenen,_Op._82/3._Einsame_Blumen/01442.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: IX. Abschied",214.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/9._Abschied/4.mp3",https://www.youtube.com/watch?v=z7xt_M1Y7iY,214.0,279,"Robert_Schumann/Waldszenen,_Op._82/9._Abschied/01449.mp3","Robert_Schumann/Waldszenen,_Op._82/9._Abschied/01449.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: V. Freundliche Landschaft",68.666,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/3.mp3",https://www.youtube.com/watch?v=cxj3UZt3zeA,68.0,280,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01464.mp3","Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01464.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Vladimir Ashkenazy,6.0,"Waldszenen, Op. 82: 5. Freundliche Landschaft",72.693,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/6.mp3",https://www.youtube.com/watch?v=TrAmOT4Z6Mw,72.0,280,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01466.mp3","Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01466.mid",Schumann: Piano Works Vol. 3,1988-09-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 5. Freundliche Landschaft",74.493,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/9.mp3",https://www.youtube.com/watch?v=kYMiY6q7pY0,74.0,280,"Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01468.mp3","Robert_Schumann/Waldszenen,_Op._82/5._Freundliche_Landschaft/01468.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Waldszenen, Op. 82: II. Jäger auf der Lauer",68.506,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/3.mp3",https://www.youtube.com/watch?v=zUU_1XEL7BY,68.0,281,"Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/01477.mp3","Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/01477.mid",Schumann: Piano Concerto; Introduction & Allegro appassionato; Waldszenen,1995-01-01,train,
Claudio Arrau,11.0,"Waldszenen, Op.82: 2. Jäger auf der Lauer",86.0,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/10.mp3",https://www.youtube.com/watch?v=nd0K-M6lGWM,86.0,281,"Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/01481.mp3","Robert_Schumann/Waldszenen,_Op._82/2._Jäger_auf_der_Lauer/01481.mid",Schumann: Carnaval; Kinderszenen; Waldszenen,1987-01-01,train,
Sviatoslav Richter,0.0,"Fantasiestücke, Op. 12: II. Aufschwung",173.933,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/6.mp3",https://www.youtube.com/watch?v=uYB17lgtnow,173.0,296,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01536.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01536.mid",Schubert: Piano Sonata No. 17 - Schumann: Fantasiestücke Op. 12,2006-05-30,train,
Alfred Brendel,19.0,"8 Fantasiestücke, Op. 12: 2. Aufschwung",192.632,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/17.mp3",https://www.youtube.com/watch?v=0gwqfg9tjf4,192.0,296,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01544.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01544.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,train,
Friedrich Gulda,24.0,"8 Fantasiestücke, Op. 12: 2. Aufschwung",170.253,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/18.mp3",https://www.youtube.com/watch?v=eYhuJJlZkLQ,170.0,296,"Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01545.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/2._Aufschwung/01545.mid",Schumann: Liederkreis Op. 39; Fantasiestücke Op. 12,1984-01-01,train,
Sviatoslav Richter,0.0,"Fantasiestücke, Op. 12: V. Traumes Wirren",126.16,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/4.mp3",https://www.youtube.com/watch?v=eQ87btWkmf4,126.0,299,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01568.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01568.mid",Schubert: Piano Sonata No. 17 - Schumann: Fantasiestücke Op. 12,2006-05-30,train,
Alfred Brendel,19.0,"8 Fantasiestücke, Op. 12: 7. Traumes-Wirren",155.52700000000002,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/26.mp3",https://www.youtube.com/watch?v=x3ZCexr9CiY,155.0,299,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01584.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01584.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,train,
Friedrich Gulda,24.0,"8 Fantasiestücke, Op. 12: 7. Traumes-Wirren",138.493,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/27.mp3",https://www.youtube.com/watch?v=daD6u-3zXvc,138.0,299,"Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01585.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/7._Traumes-Wirren/01585.mid",Schumann: Liederkreis Op. 39; Fantasiestücke Op. 12,1984-01-01,train,
Sviatoslav Richter,0.0,"Fantasiestücke, Op. 12: I. Der Abends",246.733,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/5.mp3",https://www.youtube.com/watch?v=Oy2A1JQChUc,246.0,300,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01591.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01591.mid",Schubert: Piano Sonata No. 17 - Schumann: Fantasiestücke Op. 12,2006-05-30,train,
Alfred Brendel,19.0,"8 Fantasiestücke, Op.12: 1. Des Abends",232.0,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/18.mp3",https://www.youtube.com/watch?v=F3joP6ultjc,232.0,300,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01597.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01597.mid",Alfred Brendel - Great Pianists of the 20th Century Vol.12,1998-01-01,train,
Alfred Brendel,19.0,"8 Fantasiestücke, Op. 12: 1. Des Abends",225.333,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/19.mp3",https://www.youtube.com/watch?v=iQsY3r5CA68,225.0,300,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01598.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01598.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,train,
Friedrich Gulda,24.0,"8 Fantasiestücke, Op. 12: 1. Des Abends",265.266,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/20.mp3",https://www.youtube.com/watch?v=3YFmZF-Cx5Q,265.0,300,"Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01599.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/1._Des_Abends/01599.mid",Schumann: Liederkreis Op. 39; Fantasiestücke Op. 12,1984-01-01,train,
Sviatoslav Richter,0.0,"Fantasiestücke, Op. 12: VI. Ende vom Lied",295.333,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/6.mp3",https://www.youtube.com/watch?v=oDnx4dtfuoc,295.0,301,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01606.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01606.mid",Schubert: Piano Sonata No. 17 - Schumann: Fantasiestücke Op. 12,2006-05-30,test,
Alfred Brendel,19.0,"8 Fantasiestücke, Op.12: 8. Ende vom Lied",338.0,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/16.mp3",https://www.youtube.com/watch?v=CJxoWt4J_8g,338.0,301,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01611.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01611.mid",Alfred Brendel - Great Pianists of the 20th Century Vol.12,1998-01-01,test,
Alfred Brendel,19.0,"8 Fantasiestücke, Op. 12: 8. Ende vom Lied",343.0,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/17.mp3",https://www.youtube.com/watch?v=JBXRh1COmYQ,343.0,301,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01612.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01612.mid",Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,validation,
Friedrich Gulda,24.0,"8 Fantasiestücke, Op. 12: 8. Ende vom Lied",304.666,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/18.mp3",https://www.youtube.com/watch?v=_KUcy8W5KvI,304.0,301,"Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01613.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/8._Ende_vom_Lied/01613.mid",Schumann: Liederkreis Op. 39; Fantasiestücke Op. 12,1984-01-01,validation,
Sviatoslav Richter,0.0,"Fantasiestücke, Op. 12: III. Warum?",181.16,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/5.mp3",https://www.youtube.com/watch?v=-Ubn3dq_yjw,181.0,302,"Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/01619.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/01619.mid",Schubert: Piano Sonata No. 17 - Schumann: Fantasiestücke Op. 12,2006-05-30,train,
Alfred Brendel,19.0,"8 Fantasiestücke, Op.12: 3. Warum?",145.0,Robert Schumann,"Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/14.mp3",https://www.youtube.com/watch?v=sQtR-jYkwKc,145.0,302,"Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/01625.mp3","Robert_Schumann/8_Fantasiestücke,_Op._12/3._Warum?/01625.mid",Alfred Brendel - Great Pianists of the 20th Century Vol.12,1998-01-01,train,
